122.192693 39.231201
122.104121 39.294075
122.008759 39.49523
122.062291 39.862732
122.188918 40.113789
122.532711 40.483776
122.834198 40.795169
122.457405 40.968302
122.237165 41.015511
121.922512 40.881722
121.466316 40.795168
121.167406 40.527616
120.78985 40.18136
120.412293 40.03971
119.861695 39.787894
119.358283 39.724937
118.84996 39.8183
118.014765 40.081072
117.50899 40.145397
116.984347 40.265555
116.691888 40.347025
116.49873 40.459712
116.238593 40.482584
115.533819 40.722903
115.209754 40.79187
114.764239 40.872562
114.510882 40.787659
114.09798 40.718464
113.799433 40.653827
113.312519 40.686198
112.897416 40.793173
112.639011 40.792711
112.24921 40.845508
112.06338 40.977458
111.839093 40.959536
111.56508 40.884822
111.269906 40.747606
110.564865 40.652774
110.137449 40.635909
110.06279 40.730787
109.193565 41.002376
108.739902 41.302474
108.09655 41.273669
107.772012 41.362842
107.482595 41.346088
107.066543 41.492127
106.51905 41.742366
106.175925 41.949878
106.018324 42.236392
105.892348 42.433713
105.662784 42.645422
105.469612 42.828356
>
138.122657 37.148947
137.751623 37.025661
137.083478 36.77065
136.525372 36.433726
136.239902 36.274435
135.817301 36.097126
135.274181 36.005267
134.787609 35.846651
134.089548 35.780471
132.927644 35.465063
132.12679 34.958431
131.169141 34.426773
130.240448 33.807383
129.734496 33.613478
129.214694 32.644326
129.02728 32.264201
128.653274 30.995072
128.382169 30.421899
127.547482 29.353709
127.49204 29.253748
127.291143 28.906056
127.000305 28.592355
126.553202 27.860962
125.533711 26.646375
125.121253 26.351861
124.481771 26.036963
123.051155 25.664906
121.271867 25.43039
>
122.720499 29.816346
121.583421 29.977445
120.594481 30.077844
120.063571 30.208098
119.518282 30.532586
118.979016 30.70645
118.264681 30.905687
117.579184 31.069135
117.239251 31.193081
116.565766 31.334947
116.125595 31.563461
115.75041 31.794323
115.353621 31.882416
114.640252 31.876974
113.963338 32.112551
113.510329 32.334949
112.994709 32.647354
112.594581 32.962959
112.539235 32.981019
111.649256 33.401012
111.281577 33.698189
110.687823 33.965217
110.017373 34.171116
109.798541 34.491232
109.505318 34.708768
108.701266 34.659504
